Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
99109,4,3,17,3,B,I,N,B,B,E,2,H,B,20,1,A,P,Y,63,16,Y,20,A,2,37,1,4,1,Y,Y,C,5,2
25366,1,13,19,6,S,H,N,B,A,D,12,B,B,20,1,A,I,N,50,16,N,3,B,1,34,1,6,5,N,N,A,1,1
64217,14,15,9,6,N,K,Y,B,B,F,2,H,B,10,1,A,K,N,48,21,N,9,A,2,31,1,21,4,N,N,A,2,9
58166,4,10,17,6,W,I,Y,B,B,E,3,H,B,10,1,A,P,N,42,15,N,8,A,4,22,1,7,7,Y,N,C,5,3
69361,9,7,21,3,N,K,Y,D,B,E,12,H,B,10,1,A,R,N,80,11,Y,3,A,2,31,1,11,6,Y,N,E,2,2
60072,7,13,3,2,N,H,N,B,C,E,3,H,B,10,1,C,J,N,23,10,N,9,B,2,40,1,5,7,Y,N,E,3,1
12106,2,4,20,6,N,H,Y,B,B,D,7,B,B,15,3,A,A,N,90,10,N,14,A,2,22,1,4,6,Y,N,C,2,10
97761,1,1,4,4,C,A,N,B,B,D,8,B,B,15,3,N,B,N,35,14,N,12,A,2,37,1,21,6,Y,N,C,3,7
37194,4,18,13,2,B,I,N,B,B,E,8,H,B,15,1,A,R,Y,34,10,N,4,A,2,25,1,23,7,Y,Y,E,2,1
69549,1,14,20,5,N,K,Y,D,B,E,2,J,B,10,1,A,K,Y,96,13,N,12,C,2,34,1,14,4,Y,Y,E,2,4
77100,13,4,5,4,N,A,N,B,B,D,7,B,B,15,1,A,I,N,99,8,N,20,A,1,22,1,25,4,Y,N,D,1,3
60296,1,19,8,3,N,K,N,A,B,E,3,J,B,5,1,A,K,Y,87,10,Y,17,A,2,37,1,16,4,Y,Y,E,2,3
79955,4,4,6,4,N,A,Y,B,B,D,7,B,D,15,1,A,B,N,65,8,Y,10,A,4,28,1,16,3,Y,N,E,6,5
52111,2,18,19,3,B,B,N,B,B,D,12,B,B,15,2,A,E,N,28,9,N,11,A,1,40,1,11,7,Y,N,E,1,1
6462,13,19,18,3,B,A,N,B,B,D,2,B,B,15,1,A,D,N,37,16,N,12,A,2,37,1,13,6,Y,N,E,2,9
58291,4,16,22,5,B,I,Y,B,B,E,8,H,D,15,1,A,R,N,87,13,Y,16,A,4,22,1,10,3,Y,N,E,4,6
31594,4,18,9,6,W,B,N,B,B,D,3,B,B,20,1,A,I,N,50,9,N,11,A,1,40,1,23,7,Y,N,D,4,3
31550,19,12,1,1,N,K,Y,B,B,E,8,J,B,10,1,A,R,N,61,18,Y,5,A,2,40,1,3,6,N,N,A,2,1
74467,1,5,15,9,B,K,Y,B,B,F,3,J,B,15,1,N,R,N,98,3,Y,22,A,2,37,1,11,6,Y,N,D,2,6
85070,4,10,12,3,N,C,Y,B,B,D,8,L,B,5,2,A,C,N,39,17,N,18,A,1,28,1,4,1,N,N,A,1,1
31650,9,13,13,4,W,I,N,B,B,E,8,H,B,20,1,H,R,N,58,17,Y,6,A,1,40,1,4,5,N,N,A,2,4
54483,1,8,9,3,N,K,Y,B,B,E,8,J,B,5,1,A,K,N,79,10,N,11,C,2,25,1,4,4,Y,N,E,4,1
97594,7,14,8,6,N,K,N,B,B,E,12,H,B,15,1,A,J,Y,83,11,Y,4,C,1,28,1,3,1,Y,Y,E,1,1
96026,4,19,17,2,B,I,Y,B,B,E,7,H,B,5,1,A,K,N,47,8,Y,2,A,2,40,1,9,1,Y,N,E,2,1
34868,14,9,8,6,N,K,N,B,B,G,12,N,B,15,1,A,K,N,44,14,N,8,A,3,37,1,14,6,Y,N,E,4,2
53084,1,18,22,4,E,C,N,B,A,D,12,B,B,10,1,A,I,Y,96,21,N,18,A,3,40,1,1,3,Y,Y,E,3,2
97706,1,15,23,3,N,C,Y,B,B,D,7,B,B,5,2,A,I,N,43,19,N,5,A,2,31,1,4,4,N,N,A,3,3
88618,2,15,11,2,N,C,N,B,B,D,7,L,B,15,1,A,E,N,87,8,Y,17,A,2,40,1,21,1,Y,N,D,2,2
22142,1,4,5,3,W,H,N,B,A,E,8,H,B,10,1,A,R,N,39,9,Y,19,B,1,31,1,1,2,Y,N,C,1,1
27421,2,6,12,4,B,A,N,B,B,D,2,B,B,5,3,A,C,N,50,8,Y,9,A,2,22,1,20,4,Y,N,D,2,3
20041,1,6,11,1,B,J,N,B,B,E,7,J,B,20,3,A,R,N,48,9,N,7,A,1,31,1,17,5,Y,N,E,1,1
12757,2,19,16,5,N,B,Y,B,B,D,12,B,B,20,1,A,B,N,20,12,Y,12,A,2,34,1,16,6,Y,N,E,2,7
74490,2,19,8,4,N,H,Y,B,B,E,3,N,A,15,1,A,M,N,84,24,N,5,B,2,34,1,7,2,N,N,A,2,1
86463,2,6,20,5,E,B,N,B,B,D,8,B,B,10,1,C,E,N,73,14,N,4,B,2,31,1,19,3,N,N,A,2,1
59915,1,12,17,1,N,H,Y,B,B,E,12,H,B,10,2,A,R,N,6,16,N,4,B,1,31,1,13,4,Y,N,E,1,1
85200,1,11,12,5,N,A,N,D,B,D,3,L,B,10,1,A,A,N,45,18,N,6,A,2,40,1,15,7,Y,N,E,2,2
100977,4,9,6,4,N,C,N,B,B,B,3,B,B,15,3,A,I,N,79,11,Y,10,A,3,28,1,20,2,Y,N,C,3,5
7368,1,1,18,4,C,K,Y,B,B,E,12,J,B,10,1,D,R,N,43,19,N,22,A,2,25,1,22,3,Y,N,C,2,1
94078,12,19,5,3,B,I,N,B,B,E,8,H,B,15,3,A,N,N,17,29,N,11,A,2,28,2,17,4,Y,N,C,2,10
33679,1,14,2,1,N,H,Y,B,B,D,7,A,B,20,1,A,I,N,67,24,N,4,B,3,31,1,6,6,N,N,A,3,1
61172,8,10,22,5,W,H,N,B,B,E,8,H,B,10,1,A,K,N,38,14,N,12,B,2,25,1,5,6,Y,N,E,2,1
50094,16,14,17,4,N,K,N,B,B,E,12,H,B,20,1,A,O,Y,67,9,N,11,C,2,34,1,7,2,Y,Y,E,3,1
84794,7,19,23,3,N,C,N,B,B,D,3,L,B,15,2,A,I,N,39,11,N,10,A,2,31,1,3,3,N,N,C,2,3
30201,1,4,6,4,N,A,Y,B,B,D,3,B,B,15,3,A,B,N,62,8,Y,17,A,2,31,1,9,2,Y,N,D,2,3
98992,1,9,19,4,W,C,Y,B,B,B,12,B,B,10,1,A,B,N,45,14,Y,7,A,2,40,1,21,3,N,N,A,5,4
36101,3,15,15,1,N,H,N,B,B,D,8,B,B,15,1,A,B,N,15,12,N,16,A,3,34,1,8,4,N,N,A,3,3
93406,5,12,12,1,N,C,N,B,B,D,8,B,B,15,1,A,I,N,47,11,Y,5,B,1,40,1,3,1,Y,N,D,1,1
31950,4,7,18,4,B,A,Y,B,B,D,12,B,B,15,3,A,B,N,65,8,N,5,C,2,34,1,17,7,Y,N,E,2,1
88496,1,6,6,4,B,K,Y,B,B,E,3,H,B,10,3,A,K,N,47,9,N,10,A,2,37,1,13,3,Y,N,C,2,4
69123,6,15,14,2,N,C,N,D,B,D,3,L,B,15,1,A,I,N,19,10,N,3,B,2,31,1,8,4,Y,N,E,2,1
55109,11,10,9,1,N,A,N,B,B,D,3,L,B,20,1,C,I,N,19,10,N,5,B,2,34,1,1,3,Y,N,E,2,1
95174,2,3,14,6,N,C,N,B,D,B,12,L,B,15,1,N,B,N,51,12,N,20,A,2,37,1,20,6,Y,N,E,2,9
45843,15,18,10,1,H,K,Y,B,B,E,12,H,B,10,3,A,J,N,68,9,N,22,A,2,37,1,1,4,Y,N,E,3,7
58248,8,8,14,2,W,C,Y,B,B,D,3,B,B,10,1,A,B,N,64,12,N,6,A,2,40,1,16,6,Y,N,E,5,2
62651,2,2,19,4,C,A,N,B,B,D,8,L,C,15,2,A,A,N,51,16,Y,16,A,3,40,1,23,4,Y,N,E,1,1
64400,2,15,5,4,N,A,N,B,B,D,12,B,A,15,1,A,A,N,42,13,N,9,A,3,37,1,1,6,N,N,A,4,3
23394,1,9,19,2,W,H,Y,B,B,D,3,B,B,20,1,A,I,N,75,12,Y,8,B,2,40,1,14,7,N,N,A,4,1
74576,5,8,9,1,N,C,N,B,B,D,3,B,B,15,1,C,B,N,58,15,N,11,A,1,40,1,22,1,Y,N,A,1,7
38868,4,3,18,2,B,H,N,B,B,D,3,L,B,10,1,A,I,Y,44,16,N,5,A,2,28,1,6,1,Y,Y,E,2,2
22151,4,19,18,2,E,H,Y,B,B,E,7,J,B,10,1,A,K,N,62,19,N,4,B,2,37,1,2,4,N,N,B,3,1
72297,7,14,15,2,S,K,Y,B,B,E,3,J,B,15,3,A,R,Y,59,4,N,4,C,1,22,1,9,6,Y,Y,E,1,1
6434,4,3,18,2,B,B,N,B,B,D,3,D,B,15,1,A,G,N,50,11,N,3,A,2,40,1,20,5,Y,N,E,3,2
5005,2,2,10,3,N,K,N,B,B,E,3,H,B,15,2,C,R,N,58,12,N,20,A,1,40,1,25,4,Y,N,E,1,12
44895,4,8,19,4,N,K,N,B,B,E,8,H,B,15,1,A,J,N,22,10,N,9,A,2,40,1,1,5,N,N,B,4,4
71751,1,19,9,4,N,C,Y,B,B,D,3,B,B,20,1,A,A,N,45,11,N,5,B,1,31,1,10,4,N,N,A,1,1
37074,8,11,7,5,N,H,N,B,B,E,8,I,B,10,1,A,J,N,89,11,N,5,B,2,37,1,18,4,Y,N,E,2,1
86355,2,2,15,1,N,C,Y,B,B,B,8,B,B,10,1,F,B,N,65,16,N,6,A,2,40,1,18,6,Y,N,E,3,1
34400,2,4,8,6,W,I,Y,B,B,E,8,H,B,10,3,A,R,N,87,6,Y,6,A,2,40,1,13,5,Y,N,E,2,5
44051,6,9,18,5,N,C,Y,B,B,D,2,B,B,15,1,A,B,N,47,11,N,5,A,2,31,1,21,7,N,N,A,3,2
66371,4,3,13,5,N,K,Y,B,B,E,8,N,B,15,1,A,K,N,76,15,Y,22,A,1,37,1,17,5,Y,N,E,1,9
18558,1,8,18,3,B,A,N,B,B,D,12,B,B,15,1,A,B,N,44,16,N,9,A,2,40,1,17,1,N,N,A,2,2
97385,1,1,19,2,C,B,N,B,B,D,3,F,B,10,1,A,I,N,36,16,Y,11,B,1,22,1,21,5,Y,N,C,3,1
47539,1,8,8,2,N,K,N,B,B,G,8,H,B,10,1,A,K,N,88,12,N,18,A,1,37,1,7,5,Y,N,E,1,12
76622,1,2,13,4,C,A,Y,B,B,B,2,B,B,10,1,N,B,N,57,20,N,8,A,1,40,1,24,2,Y,N,E,3,1
13362,5,5,4,3,W,I,N,B,B,E,3,H,B,20,1,A,M,Y,58,8,Y,8,A,1,28,1,6,6,Y,Y,E,1,3
64979,5,11,22,2,W,I,N,B,B,E,8,H,B,5,1,A,R,N,51,11,N,20,A,1,34,1,5,6,Y,N,C,1,10
24889,15,17,17,6,B,A,N,B,B,D,3,E,B,10,1,A,B,N,43,10,Y,10,E,3,40,1,1,1,N,N,D,4,7
91265,1,17,1,1,N,A,N,B,B,D,7,B,B,10,1,A,B,N,76,6,N,6,B,2,22,1,10,6,N,N,A,3,1
75276,10,17,19,1,N,H,Y,B,B,E,8,J,C,15,1,A,K,N,81,9,Y,11,B,2,37,1,3,5,N,N,A,2,1
24810,1,17,2,2,N,A,N,B,B,D,12,B,B,10,3,A,B,N,48,7,N,9,A,1,22,1,1,5,Y,N,E,1,2
47476,4,12,18,3,W,H,N,B,B,E,3,H,B,20,1,A,R,N,78,17,Y,3,B,3,37,2,1,6,Y,N,E,3,1
87491,4,2,10,1,W,H,N,B,D,D,3,L,B,15,1,A,B,N,74,24,N,11,A,2,28,1,8,4,Y,N,E,3,7
31937,6,7,13,3,B,I,Y,B,B,F,7,J,B,10,3,A,R,N,84,8,N,16,A,2,34,1,20,3,Y,N,E,2,3
97982,1,1,10,1,C,A,N,B,B,B,12,A,B,10,1,N,C,N,40,18,N,12,A,2,31,1,21,7,Y,N,C,3,4
12675,2,7,1,1,B,K,Y,B,B,E,2,H,B,15,3,A,P,Y,79,7,N,6,A,2,31,1,17,1,Y,Y,E,2,1
11824,5,15,15,4,N,K,Y,B,B,E,8,H,B,20,1,A,R,N,98,14,N,22,A,2,34,1,16,5,Y,N,E,2,11
95712,1,17,6,4,N,A,N,B,B,D,2,B,B,10,1,A,I,N,58,7,N,16,A,1,28,1,16,6,Y,N,C,1,5
40558,1,15,18,4,C,K,Y,B,D,E,3,H,B,20,1,A,R,N,56,13,N,16,A,2,22,1,3,4,Y,N,C,2,4
34931,6,7,18,4,B,I,N,B,B,G,8,H,B,15,1,A,K,N,53,7,N,10,A,2,37,1,25,3,Y,N,E,2,2
79634,8,3,14,8,N,A,Y,B,B,D,8,L,B,15,1,N,B,Y,31,11,N,9,D,3,40,1,1,4,Y,Y,D,6,4
94827,4,12,17,4,N,K,Y,B,B,E,12,H,B,15,1,A,K,Y,60,16,N,5,A,1,40,1,1,3,Y,Y,E,1,4
6862,10,3,2,1,N,C,Y,B,B,D,2,B,B,20,1,A,C,N,36,7,N,3,B,3,31,1,16,4,N,N,A,3,1
43209,2,5,18,2,N,K,Y,B,B,E,7,J,B,15,1,A,K,N,41,9,Y,9,A,1,40,1,18,3,N,N,E,1,5
86923,4,1,19,4,N,B,N,B,C,D,3,L,B,20,1,A,I,N,34,18,N,16,A,2,40,1,21,6,Y,N,D,2,1
7030,2,9,15,5,W,H,N,B,B,D,12,B,B,10,1,A,B,N,83,11,Y,9,A,2,40,1,10,6,Y,N,E,4,2
16779,1,7,2,1,B,K,N,B,B,E,8,H,B,15,3,A,K,N,91,12,Y,9,C,2,31,1,2,4,Y,N,E,2,1
52906,1,12,18,3,B,H,Y,B,B,D,3,B,B,10,1,A,I,N,37,18,Y,20,A,3,34,1,17,4,Y,N,C,3,3
91124,4,12,18,2,N,K,Y,B,B,E,8,H,B,20,1,A,K,Y,80,14,N,17,C,2,40,1,11,7,Y,Y,E,2,1
17933,2,8,19,6,B,H,N,B,B,D,12,B,B,5,1,A,B,N,62,22,N,14,A,3,37,1,19,3,Y,N,C,3,10
7199,1,15,19,4,N,B,Y,B,B,D,8,B,B,15,1,A,D,N,52,10,N,6,A,2,40,1,16,7,Y,N,E,2,10
25995,10,14,24,2,E,C,N,B,B,D,12,B,B,20,1,H,I,N,53,14,N,17,A,2,40,1,8,1,Y,N,E,2,1
57866,1,4,17,3,E,K,Y,B,B,E,8,J,B,15,3,A,R,N,40,14,N,16,A,3,25,1,13,1,N,N,A,3,11
28928,3,4,6,4,N,A,N,B,B,D,7,B,B,10,3,A,B,N,24,8,N,10,A,3,34,1,5,5,Y,N,C,3,4
98639,7,9,19,3,S,K,Y,B,B,E,2,H,B,20,1,A,M,N,36,8,N,17,C,2,40,1,17,6,Y,N,C,2,1
51193,4,11,24,3,N,K,N,B,B,E,12,H,B,20,1,A,L,N,47,19,Y,13,A,2,28,1,20,4,Y,N,E,2,6
84781,1,5,11,7,C,A,Y,B,D,D,8,B,B,10,1,N,B,N,4,8,N,6,A,2,40,1,21,3,N,N,A,3,2
32062,7,2,20,2,C,B,N,B,B,B,3,L,B,10,2,A,E,N,58,32,N,12,A,2,34,1,25,4,Y,N,E,2,1
77347,1,7,19,3,B,I,N,B,B,E,3,J,B,5,3,A,R,N,32,7,N,18,A,1,25,1,8,2,Y,N,E,1,3
27242,5,9,18,2,B,H,N,B,B,E,7,I,B,20,1,A,N,N,58,14,N,9,B,2,34,1,9,4,N,N,A,2,1
32595,1,4,8,6,N,K,N,B,B,E,12,J,B,20,1,A,R,Y,85,6,Y,12,A,1,37,1,6,3,Y,Y,E,1,4
84488,13,9,19,2,B,H,N,B,B,E,8,H,B,10,1,A,K,N,43,17,N,11,B,1,40,1,1,1,Y,N,C,1,1
1999,7,6,19,4,B,I,N,B,B,E,3,J,B,20,1,C,R,N,57,6,N,19,A,1,34,1,1,4,Y,N,E,1,11
14203,4,13,24,3,B,H,N,B,B,D,2,L,B,10,1,H,I,N,59,18,Y,4,B,1,40,1,11,4,Y,N,E,1,1
53705,2,5,5,4,C,A,N,B,B,B,3,B,B,15,1,C,B,N,47,12,N,5,A,2,22,1,9,6,N,N,A,3,4
29917,1,1,6,1,N,A,N,B,B,D,12,L,B,15,1,C,I,N,59,14,N,15,B,1,40,1,25,7,Y,N,E,1,1
56462,1,9,5,3,N,H,N,B,B,D,3,B,D,10,3,A,B,N,90,12,Y,7,B,1,40,1,15,4,Y,N,E,3,1
41849,11,8,9,6,N,K,N,B,B,E,2,J,B,15,1,A,R,N,66,6,N,11,A,2,40,1,1,2,Y,N,E,2,6
82632,7,7,8,3,B,I,Y,B,B,E,8,J,B,15,3,A,K,N,70,9,Y,11,A,2,34,1,16,7,Y,N,D,2,6
34162,3,7,14,2,B,A,Y,B,B,D,3,B,B,15,3,A,B,N,46,8,N,10,A,4,40,1,17,4,N,N,E,4,5
91033,3,18,11,8,B,A,N,B,B,D,8,B,B,10,1,A,B,N,51,7,N,15,A,2,34,1,16,4,N,N,C,2,8
5656,1,8,8,6,N,K,Y,B,D,E,7,H,B,15,1,A,K,N,78,15,Y,12,A,4,31,1,17,4,N,N,A,4,5
18805,1,9,12,8,B,H,N,B,B,D,7,B,B,15,1,A,B,N,33,18,N,10,A,2,28,1,17,6,N,N,A,2,9
98080,4,8,1,1,N,K,Y,B,B,E,3,J,B,10,1,A,N,N,16,20,N,11,A,2,40,1,12,7,N,N,A,2,2
39911,4,13,19,4,N,C,N,B,B,D,8,B,B,10,3,A,I,N,67,12,N,4,B,2,40,1,12,4,Y,N,C,2,1
71110,1,13,3,2,B,C,Y,B,B,D,3,B,B,15,1,A,B,Y,47,19,N,4,A,2,22,1,17,6,Y,Y,D,2,2
17049,7,8,15,4,N,K,Y,B,B,E,3,J,B,15,1,A,N,Y,80,16,N,9,A,2,40,1,17,7,Y,Y,E,2,3
23239,1,13,3,2,S,H,N,B,B,E,3,H,B,20,1,H,N,N,31,17,N,3,B,2,34,1,2,6,Y,N,D,2,1
81288,7,17,18,1,S,B,Y,B,B,D,3,B,B,20,1,D,I,Y,82,8,N,16,A,2,40,2,13,3,Y,Y,C,2,1
41793,1,5,6,4,B,I,N,B,B,E,3,H,B,15,3,A,R,N,71,8,Y,11,A,3,31,1,5,6,Y,N,E,4,4
59851,1,8,19,1,N,C,Y,B,B,D,8,B,B,10,1,A,I,N,56,11,N,15,A,1,28,1,18,4,Y,N,E,1,12
60424,3,19,19,3,N,K,Y,B,B,E,8,J,B,15,1,A,K,Y,71,14,N,13,A,1,31,1,20,5,Y,Y,D,2,2
51269,2,8,18,3,N,K,N,B,B,E,7,H,B,15,1,A,J,N,57,17,N,7,A,2,37,1,20,7,Y,N,E,2,3
48382,2,7,11,7,N,H,N,B,B,F,3,H,B,15,3,A,R,N,39,10,N,14,B,2,25,1,21,7,N,N,A,1,1
42462,1,18,13,3,N,H,N,B,B,E,12,H,B,20,2,A,K,N,25,7,N,8,B,2,34,1,5,6,Y,N,E,2,1
3565,7,8,16,4,B,H,N,B,B,D,3,B,B,10,3,A,B,N,67,13,N,17,A,2,22,1,14,1,Y,N,C,2,10
57424,4,8,4,3,N,C,N,B,B,D,7,B,B,10,1,A,I,N,56,11,N,4,A,1,34,1,4,2,N,N,A,3,2
82710,2,13,23,6,N,H,Y,B,B,E,7,H,B,20,1,A,K,N,35,19,N,5,B,2,31,1,5,6,N,N,A,2,1
65373,4,5,6,4,C,A,Y,B,B,B,12,B,B,10,1,N,B,Y,57,10,N,12,C,2,40,1,11,1,Y,Y,E,2,7
50283,3,12,18,1,N,C,Y,B,B,D,12,B,B,20,1,A,E,N,47,12,N,9,A,1,40,1,2,6,Y,N,E,1,1
10001,1,13,23,4,C,C,Y,B,B,D,2,L,B,15,1,D,I,N,53,24,N,4,B,1,31,1,15,3,Y,N,E,1,1
38078,1,4,4,3,N,H,N,B,A,E,8,M,B,10,2,A,R,Y,73,6,Y,15,B,2,37,1,13,4,Y,Y,E,4,1
46715,2,15,18,2,N,C,Y,B,B,D,3,B,B,10,3,A,D,N,52,11,N,21,A,2,25,1,4,6,Y,N,D,2,8
28399,1,8,6,4,W,C,N,B,B,B,8,B,B,10,1,A,A,N,95,13,N,16,A,3,22,1,18,1,Y,N,A,3,4
20341,12,5,9,6,C,A,N,B,B,D,3,D,B,15,1,N,B,Y,55,9,N,7,C,2,34,1,13,7,Y,Y,E,2,1
14700,1,12,12,5,E,C,N,B,B,D,7,L,B,10,1,A,I,N,24,30,N,13,A,2,28,2,9,5,Y,N,E,2,6
69426,1,12,20,5,E,K,N,B,B,E,8,J,B,10,1,A,R,Y,76,13,Y,7,A,2,34,1,23,4,Y,Y,E,2,4
5840,2,15,8,5,N,H,Y,B,B,E,2,H,B,20,3,A,R,N,73,20,Y,2,B,2,34,1,4,2,N,N,E,2,1
100125,3,5,10,7,C,K,Y,B,B,E,3,H,B,20,1,A,M,N,51,8,N,6,A,3,31,1,19,3,Y,N,C,4,7
12831,1,10,13,4,N,C,Y,B,B,D,12,B,B,20,1,A,I,N,27,14,N,2,B,1,40,1,1,4,Y,N,A,1,1
44643,4,8,2,1,B,I,Y,B,B,E,8,H,B,10,4,A,K,N,43,17,Y,13,A,2,40,1,21,1,Y,N,C,2,2
6425,1,7,14,4,N,A,Y,B,D,D,8,B,A,15,1,A,A,Y,80,8,Y,14,A,1,40,1,2,7,Y,Y,C,1,8
33333,7,5,6,4,C,K,N,A,B,F,8,H,B,20,1,N,J,Y,50,8,Y,11,C,2,25,1,1,6,Y,Y,E,2,1
65707,4,3,17,2,B,C,Y,B,B,D,12,B,B,20,1,A,B,N,42,12,N,20,A,2,40,1,20,5,Y,N,E,2,6
33790,1,9,1,1,N,C,N,B,B,D,8,B,B,10,1,A,I,N,46,10,Y,3,B,2,37,1,3,4,Y,N,E,2,1
77559,3,17,19,2,N,B,N,B,A,D,8,B,B,10,3,A,D,N,67,7,N,6,A,2,31,1,7,7,N,N,A,2,4
43454,1,17,18,2,N,B,N,B,B,D,8,B,B,15,1,A,H,N,46,7,N,8,A,2,40,1,18,6,Y,N,E,5,2
43171,4,12,18,3,N,H,Y,B,B,E,12,H,B,10,1,A,J,N,64,10,Y,6,B,1,28,1,2,2,N,N,A,2,1
82031,5,9,7,1,N,H,N,B,B,E,2,H,B,10,2,A,N,N,78,12,N,5,B,2,40,1,5,3,N,N,A,3,1
72653,1,18,1,1,N,H,N,B,B,D,7,B,B,5,1,A,B,Y,54,15,N,5,A,2,40,1,2,4,Y,Y,E,2,6
31059,8,13,18,1,N,H,N,B,B,F,12,J,B,10,2,A,R,N,28,20,N,12,B,2,31,1,3,3,Y,N,E,2,1
43335,2,4,18,3,S,H,N,B,B,E,3,H,B,10,2,A,J,N,15,9,N,15,B,5,22,1,20,1,N,N,E,2,7
13906,4,14,19,1,B,H,Y,B,B,E,3,H,B,10,1,A,K,N,68,13,N,9,B,2,22,1,12,4,N,N,A,4,1
97307,4,19,8,6,N,H,N,B,B,E,3,H,B,15,1,A,K,N,8,10,N,8,B,2,31,1,1,6,N,N,A,4,1
32777,5,7,18,7,B,I,N,B,B,E,3,H,B,20,1,W,R,Y,74,12,N,16,A,1,28,1,7,4,Y,Y,E,1,6
78001,4,19,18,4,B,H,N,B,B,E,7,J,B,5,3,A,R,N,31,17,Y,9,B,2,37,1,11,6,N,N,A,3,1
80256,20,3,18,5,N,A,N,B,B,D,12,L,C,10,1,A,E,N,23,14,Y,10,A,1,40,1,19,4,Y,N,E,1,1
75649,1,13,19,4,B,H,N,B,B,D,3,L,B,15,3,A,I,N,33,15,Y,6,A,1,31,1,17,6,Y,N,C,2,2
46158,11,15,7,2,W,H,Y,B,B,E,3,H,B,15,1,A,K,N,45,12,N,2,B,3,34,1,15,3,N,N,A,3,1
20175,4,6,6,1,B,B,Y,B,B,D,8,B,B,10,3,A,I,N,25,9,N,2,B,2,31,1,11,3,N,N,A,2,1
14210,11,9,22,3,W,C,Y,B,B,D,3,B,B,15,1,A,I,N,54,13,Y,5,B,1,25,1,17,7,Y,N,D,1,1
30231,8,11,8,5,N,K,N,B,B,E,2,H,B,10,1,A,K,Y,97,12,Y,16,A,4,34,1,15,2,Y,Y,E,4,4
62959,2,18,3,2,N,C,Y,B,B,D,12,B,B,10,3,A,A,N,47,10,N,8,A,2,22,1,20,5,N,N,A,3,2
48987,7,18,13,4,B,B,Y,B,C,D,8,B,B,10,1,A,E,N,75,9,N,16,A,2,37,1,16,7,N,N,A,2,6
54751,2,13,7,5,N,H,N,B,B,E,3,H,B,15,1,A,J,N,35,7,N,3,B,2,40,1,9,5,N,N,A,2,1
13318,7,17,18,4,N,A,Y,C,B,D,3,B,C,10,1,A,I,N,61,6,Y,13,A,2,34,1,4,4,Y,N,D,3,10
79218,1,5,17,1,E,A,N,B,B,D,8,B,B,15,3,F,G,N,51,10,Y,19,A,2,37,1,23,7,N,N,B,2,1
93260,1,18,19,6,N,K,N,B,B,E,3,I,B,20,1,A,M,N,65,9,N,10,A,2,40,1,13,6,N,N,A,3,1
59011,2,17,16,6,N,K,N,B,B,F,3,K,B,10,3,A,R,N,41,7,N,19,A,2,28,1,20,6,Y,N,D,2,4
72321,1,2,10,3,C,H,N,B,D,E,7,I,B,10,1,N,K,N,61,13,N,5,B,2,37,1,25,4,Y,N,E,2,4
65671,4,15,5,4,N,C,Y,B,A,D,3,B,B,15,1,A,C,N,45,12,N,9,A,2,34,1,15,7,Y,N,C,3,3
14162,1,8,8,6,N,K,N,B,B,E,7,J,B,20,1,A,P,N,69,13,N,15,A,2,28,1,1,4,Y,N,C,2,6
10707,7,8,11,8,N,B,N,B,B,D,12,B,B,5,1,A,D,N,63,11,Y,8,A,2,37,1,21,7,Y,N,E,3,2
82714,7,7,19,4,N,K,N,B,B,E,12,H,B,15,1,A,R,N,84,11,Y,12,C,2,22,1,17,5,Y,N,E,2,1
55510,2,5,18,1,B,A,N,B,B,D,8,B,B,20,1,A,E,N,34,8,Y,9,B,2,31,1,9,3,N,N,A,5,1
53093,7,16,10,3,B,I,Y,B,B,E,7,J,B,20,1,A,J,N,56,11,N,13,A,3,40,1,20,6,N,N,A,3,7
9180,1,8,20,3,N,K,N,B,B,E,12,H,A,5,1,A,J,N,96,17,N,16,A,2,34,1,13,2,Y,N,E,2,11
21221,1,1,19,2,C,A,Y,B,B,D,2,F,B,15,3,A,A,N,35,17,Y,17,A,2,37,1,21,5,Y,N,D,1,2
73711,1,11,5,3,N,C,Y,B,B,D,7,L,B,15,1,A,I,N,15,18,N,15,A,1,25,1,18,7,N,N,A,1,3
69074,1,2,4,2,C,K,N,B,B,E,8,H,B,10,3,N,K,N,44,18,N,13,A,1,25,1,22,4,Y,N,B,2,1
36648,11,2,1,1,C,A,N,B,B,D,12,B,B,15,3,A,B,N,24,9,N,7,A,2,25,1,23,1,Y,N,E,2,1
58640,4,17,12,2,N,H,Y,B,B,F,8,H,B,10,1,A,J,N,21,8,Y,5,B,2,31,1,5,5,N,N,A,2,1
19131,8,7,14,4,E,A,N,B,B,D,3,B,B,10,3,A,B,N,95,10,Y,11,A,1,22,1,11,6,N,N,A,1,7
9639,7,17,13,8,N,K,Y,D,C,E,8,J,B,15,1,C,R,N,86,13,Y,12,A,2,31,1,15,2,Y,N,C,2,10
35864,1,5,17,3,B,I,Y,B,A,E,12,J,B,5,1,A,K,N,88,9,N,22,A,2,34,1,13,3,Y,N,E,2,11
22056,4,2,18,4,C,A,Y,B,B,D,3,D,B,15,2,A,I,N,51,14,N,2,B,2,31,1,23,3,Y,N,E,2,1
