transaction_date,stock_date,product_id,customer_id,store_id,quantity
6/3/2020,5/30/2018,297,6098,3,54
6/3/2020,5/30/2018,1473,6098,3,17
6/3/2020,5/27/2018,1063,6098,3,59
6/3/2020,5/30/2018,1100,3418,3,22
6/3/2020,5/31/2018,1450,3418,3,53
6/3/2020,5/31/2018,1546,3418,3,36
6/3/2020,6/2/2018,431,3418,3,54
6/3/2020,5/31/2018,1073,3418,3,44
6/3/2020,6/1/2018,1117,3418,3,23
6/3/2020,5/31/2018,1515,7310,11,35
6/3/2020,5/29/2018,334,7310,11,13
6/3/2020,5/31/2018,1176,7310,11,34
6/3/2020,5/27/2018,207,7310,11,45
6/3/2020,5/31/2018,1143,7310,11,48
6/3/2020,5/29/2018,307,7310,11,20
6/3/2020,5/30/2018,411,8837,11,10
6/3/2020,5/29/2018,1359,8837,11,43
6/3/2020,5/28/2018,1216,8837,11,20
6/3/2020,5/29/2018,1233,8837,11,23
6/3/2020,5/28/2018,221,7582,11,6
6/3/2020,5/27/2018,1490,7582,11,51
6/3/2020,5/30/2018,1213,7582,11,24
6/3/2020,5/31/2018,71,7582,11,31
6/3/2020,6/2/2018,381,7582,11,45
6/3/2020,5/31/2018,658,2397,11,26
6/3/2020,6/2/2018,1007,2397,11,24
6/3/2020,5/27/2018,1103,2397,11,41
6/3/2020,5/31/2018,1546,2397,11,47
6/3/2020,5/29/2018,1263,4836,11,16
6/3/2020,6/2/2018,1479,4836,11,21
6/3/2020,5/28/2018,830,4836,11,32
6/3/2020,5/31/2018,1219,4836,11,19
6/3/2020,5/29/2018,1196,4836,11,20
6/3/2020,5/30/2018,121,4836,11,48
6/3/2020,5/27/2018,231,4836,11,15
6/3/2020,6/1/2018,672,8772,11,39
6/3/2020,5/28/2018,1354,8772,11,39
6/3/2020,5/27/2018,451,8772,11,43
6/3/2020,6/2/2018,1187,8772,11,59
6/3/2020,5/27/2018,838,4829,11,9
6/3/2020,6/1/2018,855,4829,11,7
6/3/2020,6/2/2018,805,4829,11,28
6/3/2020,6/2/2018,1160,2686,11,12
6/3/2020,5/27/2018,371,2740,11,9
6/3/2020,5/28/2018,1413,2740,11,22
6/3/2020,6/2/2018,258,2740,11,23
6/3/2020,5/27/2018,574,8558,11,48
6/3/2020,5/27/2018,997,8415,11,41
6/3/2020,5/28/2018,1506,8415,11,52
6/3/2020,6/1/2018,391,8415,11,45
6/3/2020,5/31/2018,254,5339,11,40
6/3/2020,5/30/2018,204,5339,11,25
6/3/2020,6/1/2018,54,9237,11,8
6/3/2020,5/27/2018,803,9237,11,32
6/3/2020,5/27/2018,348,740,11,57
6/3/2020,6/1/2018,337,740,11,16
6/3/2020,6/2/2018,1513,740,11,37
6/3/2020,6/2/2018,1517,740,11,25
6/3/2020,5/30/2018,1237,4829,11,30
6/3/2020,5/30/2018,29,4829,11,39
6/3/2020,5/29/2018,538,4829,11,29
6/3/2020,5/30/2018,568,4829,11,10
6/3/2020,6/2/2018,1210,4829,11,19
6/3/2020,5/28/2018,1254,4829,11,2
6/3/2020,6/2/2018,705,4295,11,23
6/3/2020,5/29/2018,68,4295,11,29
6/3/2020,5/29/2018,1150,4295,11,30
6/3/2020,5/28/2018,1021,4295,11,8
6/3/2020,5/28/2018,678,4295,11,5
6/3/2020,5/31/2018,1293,4295,11,52
6/3/2020,6/2/2018,269,4274,11,49
6/3/2020,5/31/2018,619,4274,11,52
6/3/2020,5/30/2018,109,9307,11,10
6/3/2020,5/30/2018,685,9307,11,40
6/3/2020,5/29/2018,515,9307,11,38
6/3/2020,5/29/2018,199,9307,11,58
6/3/2020,5/31/2018,1147,9307,11,24
6/3/2020,5/30/2018,1318,3586,11,20
6/3/2020,6/2/2018,176,3586,11,55
6/3/2020,5/28/2018,486,3586,11,50
6/3/2020,5/31/2018,1114,3586,11,25
6/3/2020,6/2/2018,1517,3586,11,12
6/3/2020,5/30/2018,1135,3586,11,42
6/3/2020,6/2/2018,1454,4836,11,33
6/3/2020,5/30/2018,1298,4836,11,56
6/3/2020,6/2/2018,622,4836,11,5
6/3/2020,5/27/2018,679,4836,11,54
6/3/2020,5/29/2018,516,3401,11,60
6/3/2020,6/1/2018,267,3401,11,31
6/3/2020,5/30/2018,1015,3401,11,25
6/3/2020,5/27/2018,572,9602,11,4
6/3/2020,5/28/2018,828,9602,11,41
6/3/2020,5/28/2018,1205,9602,11,26
6/3/2020,6/2/2018,489,9602,11,58
6/3/2020,5/30/2018,1078,9602,11,9
6/3/2020,5/27/2018,456,9602,11,49
6/3/2020,6/2/2018,40,8768,11,52
6/3/2020,6/2/2018,1282,8768,11,41
6/3/2020,6/1/2018,672,8768,11,51
6/3/2020,6/1/2018,529,8768,11,36
6/3/2020,5/30/2018,545,8768,11,24
6/3/2020,5/30/2018,495,8768,11,40
6/3/2020,5/31/2018,386,3101,11,31
6/3/2020,5/31/2018,642,3101,11,14
6/3/2020,5/31/2018,1018,3101,11,40
6/3/2020,5/31/2018,302,3101,11,59
6/3/2020,5/28/2018,891,3101,11,1
6/3/2020,5/29/2018,515,8403,11,18
6/3/2020,6/2/2018,985,8403,11,24
6/3/2020,5/27/2018,402,8403,11,5
6/3/2020,5/28/2018,592,8403,11,50
6/3/2020,5/30/2018,1168,8403,11,49
6/3/2020,5/31/2018,1411,8403,11,29
6/3/2020,5/29/2018,1065,4143,11,58
6/3/2020,5/27/2018,549,4143,11,5
6/3/2020,5/31/2018,539,4143,11,13
6/3/2020,6/2/2018,156,4143,11,6
6/3/2020,5/30/2018,1458,521,11,5
6/3/2020,5/27/2018,1342,521,11,22
6/3/2020,5/30/2018,133,521,11,37
6/3/2020,5/29/2018,229,521,11,44
6/3/2020,6/1/2018,672,521,11,46
6/3/2020,5/31/2018,1315,521,11,28
6/3/2020,5/27/2018,1498,8134,11,56
6/3/2020,6/2/2018,396,8134,11,50
6/3/2020,5/30/2018,173,8134,11,36
6/3/2020,5/31/2018,1255,8134,11,52
6/3/2020,5/27/2018,736,9696,11,24
6/3/2020,6/1/2018,1512,9696,11,57
6/3/2020,5/28/2018,742,9696,11,40
6/3/2020,5/30/2018,260,4249,11,38
6/3/2020,5/29/2018,969,4249,11,22
6/3/2020,5/30/2018,813,4249,11,48
6/3/2020,5/30/2018,137,4249,11,13
6/3/2020,5/28/2018,193,4249,11,54
6/3/2020,5/27/2018,1169,4249,11,12
6/3/2020,5/27/2018,214,4249,11,2
6/3/2020,5/30/2018,64,7109,11,49
6/3/2020,5/30/2018,825,7109,11,50
6/3/2020,5/28/2018,830,7109,11,42
6/3/2020,5/28/2018,184,7109,11,37
6/3/2020,5/31/2018,440,7109,11,33
6/3/2020,6/2/2018,816,7109,11,40
6/3/2020,5/31/2018,201,7204,11,47
6/3/2020,5/30/2018,390,7204,11,51
6/3/2020,6/1/2018,966,7204,11,13
6/3/2020,6/2/2018,1210,7204,11,56
6/3/2020,5/27/2018,939,6084,11,55
6/3/2020,6/1/2018,457,3249,11,39
6/3/2020,5/27/2018,933,3718,11,5
6/3/2020,5/30/2018,1309,3718,11,33
6/3/2020,5/29/2018,594,3718,11,54
6/3/2020,5/30/2018,1183,3718,11,24
6/3/2020,5/28/2018,380,7769,11,43
6/3/2020,5/31/2018,663,7769,11,20
6/3/2020,6/1/2018,1512,6084,11,58
6/3/2020,6/1/2018,536,7297,11,11
6/3/2020,6/1/2018,1339,7297,11,57
6/3/2020,5/30/2018,902,7297,11,57
6/3/2020,5/27/2018,1385,7297,11,22
6/3/2020,5/29/2018,1495,7297,11,4
6/3/2020,6/1/2018,20,7297,11,35
6/3/2020,5/27/2018,4,7185,11,13
6/3/2020,5/29/2018,93,10186,13,38
6/3/2020,6/2/2018,755,1996,13,57
6/3/2020,6/1/2018,1371,1996,13,46
6/3/2020,6/2/2018,1082,1996,13,36
6/3/2020,6/2/2018,805,1996,13,26
6/3/2020,5/28/2018,1221,1996,13,53
6/3/2020,6/1/2018,366,5869,13,55
6/3/2020,5/31/2018,250,5869,13,43
6/3/2020,5/30/2018,1458,545,13,53
6/3/2020,6/2/2018,90,545,13,54
6/3/2020,6/1/2018,666,545,13,13
6/3/2020,5/31/2018,1381,6003,13,26
6/3/2020,5/29/2018,1465,6003,13,40
6/3/2020,5/28/2018,1215,6003,13,31
6/3/2020,5/31/2018,406,6003,13,45
6/3/2020,5/30/2018,1275,6003,13,58
6/3/2020,5/30/2018,639,6003,13,3
6/3/2020,5/31/2018,946,1193,13,33
6/3/2020,5/29/2018,43,1193,13,40
6/3/2020,6/2/2018,1279,8304,13,27
6/3/2020,5/27/2018,603,8304,13,20
6/3/2020,5/31/2018,1073,8304,13,14
6/3/2020,5/28/2018,77,8304,13,5
6/3/2020,5/29/2018,680,8304,13,40
6/3/2020,6/1/2018,1256,8304,13,36
6/3/2020,5/30/2018,1085,8304,13,19
6/3/2020,6/1/2018,1392,467,13,41
6/3/2020,5/30/2018,650,467,13,12
6/3/2020,6/2/2018,394,7733,13,55
6/3/2020,5/30/2018,943,7733,13,3
6/3/2020,5/27/2018,854,7733,13,37
6/3/2020,5/30/2018,1249,10026,13,38
6/3/2020,5/28/2018,667,10026,13,53
6/3/2020,5/28/2018,1270,10026,13,55
6/3/2020,6/1/2018,1432,10026,13,29
6/3/2020,5/30/2018,117,10026,13,5
6/3/2020,5/29/2018,1359,10026,13,21
6/3/2020,6/1/2018,814,3305,13,40
6/3/2020,6/1/2018,1217,3305,13,21
6/3/2020,5/31/2018,420,3305,13,26
6/3/2020,5/27/2018,425,3305,13,52
6/3/2020,6/1/2018,1240,3305,13,8
6/3/2020,5/30/2018,1496,3305,13,57
6/3/2020,5/27/2018,281,9026,13,50
6/3/2020,5/28/2018,1257,9026,13,10
6/3/2020,6/2/2018,1067,2677,13,39
6/3/2020,6/2/2018,1284,2677,13,46
6/3/2020,5/28/2018,221,2677,13,39
6/3/2020,6/2/2018,1024,2677,13,57
6/3/2020,6/1/2018,913,2444,13,36
6/3/2020,5/31/2018,917,2444,13,46
6/3/2020,6/1/2018,175,2444,13,22
6/3/2020,6/2/2018,431,2444,13,46
6/3/2020,5/28/2018,807,2444,13,41
6/3/2020,5/30/2018,92,2444,13,11
6/3/2020,5/28/2018,1259,2482,13,41
6/3/2020,5/31/2018,277,2482,13,30
6/3/2020,5/31/2018,521,2482,13,32
6/3/2020,5/31/2018,205,2482,13,35
6/3/2020,5/27/2018,1153,2482,13,47
6/3/2020,6/1/2018,910,7243,13,38
6/3/2020,5/30/2018,1326,7243,13,44
6/3/2020,5/27/2018,78,7243,13,29
6/3/2020,5/31/2018,1120,7243,13,19
6/3/2020,5/27/2018,1109,7243,13,15
6/3/2020,5/29/2018,727,7243,13,15
6/3/2020,5/27/2018,1046,4948,13,38
6/3/2020,5/31/2018,890,4948,13,51
6/3/2020,5/27/2018,214,4948,13,30
6/3/2020,5/30/2018,684,4948,13,55
6/3/2020,6/1/2018,108,6904,13,36
6/3/2020,5/31/2018,1450,1706,13,7
6/3/2020,5/31/2018,508,1706,13,50
6/3/2020,6/2/2018,1363,1706,13,18
6/3/2020,6/2/2018,1500,1706,13,12
6/3/2020,5/30/2018,358,1706,13,44
6/3/2020,5/28/2018,668,1706,13,9
6/3/2020,5/28/2018,1014,7521,13,38
6/3/2020,5/27/2018,644,7521,13,1
6/3/2020,5/28/2018,361,1957,13,28
6/3/2020,6/2/2018,632,1957,13,27
6/3/2020,6/1/2018,648,1957,13,43
6/3/2020,6/2/2018,598,1957,13,18
6/3/2020,6/2/2018,748,1957,13,32
6/3/2020,5/28/2018,732,7558,13,41
6/3/2020,5/28/2018,1493,7558,13,14
6/3/2020,5/30/2018,345,532,13,59
6/3/2020,5/28/2018,682,532,13,20
6/3/2020,6/1/2018,499,532,13,14
6/3/2020,5/31/2018,1048,532,13,10
6/3/2020,6/1/2018,544,532,13,1
6/3/2020,5/30/2018,825,993,13,44
6/3/2020,5/31/2018,775,993,13,48
6/3/2020,5/29/2018,924,993,13,53
6/3/2020,5/29/2018,475,993,13,60
6/3/2020,5/27/2018,1124,1721,13,55
6/3/2020,6/2/2018,1434,1721,13,14
6/3/2020,5/28/2018,918,1721,13,57
6/3/2020,5/31/2018,908,1721,13,38
6/3/2020,5/30/2018,92,8439,13,5
6/3/2020,6/2/2018,269,8439,13,24
6/3/2020,5/30/2018,153,8439,13,53
6/3/2020,5/28/2018,502,8439,13,56
6/3/2020,5/30/2018,1012,8439,13,47
6/3/2020,6/1/2018,1041,8439,13,45
6/3/2020,5/30/2018,438,9812,13,21
6/3/2020,6/2/2018,1187,9812,13,46
6/3/2020,6/1/2018,498,9812,13,40
6/3/2020,6/1/2018,1420,9812,13,6
6/3/2020,5/31/2018,205,3046,13,7
6/3/2020,6/1/2018,328,3046,13,52
6/3/2020,5/27/2018,1104,3046,13,10
6/3/2020,5/31/2018,1541,7906,13,50
6/3/2020,5/31/2018,266,7906,13,11
6/3/2020,5/31/2018,658,7906,13,28
6/3/2020,5/28/2018,502,7906,13,19
6/3/2020,5/30/2018,1384,7906,13,52
6/3/2020,5/27/2018,296,7906,13,30
6/3/2020,6/2/2018,858,7906,13,29
6/3/2020,5/31/2018,908,8779,13,13
6/3/2020,5/28/2018,1311,8779,13,37
6/3/2020,5/29/2018,233,8841,13,56
6/3/2020,5/28/2018,1021,8841,13,17
6/3/2020,6/2/2018,1358,8841,13,10
6/3/2020,5/31/2018,1175,8841,13,36
6/3/2020,6/1/2018,166,8841,13,9
6/3/2020,5/27/2018,243,9125,13,21
6/3/2020,5/30/2018,260,9125,13,12
6/3/2020,5/30/2018,210,9125,13,44
6/3/2020,5/30/2018,360,9125,13,55
6/3/2020,5/29/2018,1055,9125,13,43
6/3/2020,6/2/2018,1258,9125,13,38
6/3/2020,5/28/2018,1475,9125,13,30
6/3/2020,5/30/2018,823,4678,13,2
6/3/2020,5/31/2018,447,8269,13,15
6/3/2020,6/2/2018,769,8269,13,46
6/3/2020,5/31/2018,946,8269,13,11
6/3/2020,5/31/2018,829,8269,13,7
6/3/2020,5/29/2018,1179,8269,13,36
6/3/2020,5/31/2018,1002,9668,13,59
6/3/2020,5/31/2018,247,9668,13,56
6/3/2020,5/27/2018,224,9668,13,23
6/3/2020,5/27/2018,1046,178,13,52
6/3/2020,6/1/2018,530,178,13,57
6/3/2020,5/28/2018,519,178,13,53
6/3/2020,5/30/2018,137,178,13,29
6/3/2020,5/27/2018,759,8663,13,15
6/3/2020,5/30/2018,643,8663,13,56
6/3/2020,6/1/2018,992,8663,13,47
6/3/2020,5/27/2018,376,2422,13,20
6/3/2020,5/29/2018,233,2422,13,11
6/3/2020,5/31/2018,250,2422,13,47
6/3/2020,5/31/2018,200,2422,13,53
6/3/2020,6/2/2018,349,2422,13,49
6/3/2020,5/31/2018,333,7915,13,21
6/3/2020,6/1/2018,1508,7915,13,47
6/3/2020,5/30/2018,360,7715,13,12
6/3/2020,6/2/2018,283,7715,13,9
6/3/2020,5/29/2018,100,7715,13,13
6/3/2020,5/30/2018,649,7715,13,17
6/3/2020,5/28/2018,91,4948,13,53
6/3/2020,5/31/2018,1478,4948,13,8
6/3/2020,5/31/2018,1162,4948,13,4
6/3/2020,6/1/2018,553,4948,13,22
6/3/2020,5/30/2018,823,4948,13,57
6/3/2020,5/29/2018,1139,9448,13,47
6/3/2020,5/29/2018,1449,9448,13,12
6/3/2020,5/28/2018,519,9448,13,9
6/3/2020,5/29/2018,923,9448,13,38
6/3/2020,6/2/2018,107,9286,13,23
6/3/2020,5/28/2018,1428,9286,13,2
6/3/2020,5/30/2018,1312,9286,13,51
6/3/2020,6/2/2018,103,9286,13,3
6/3/2020,6/1/2018,613,9286,13,20
6/3/2020,6/2/2018,826,5433,13,52
6/3/2020,5/27/2018,804,5433,13,14
6/3/2020,5/31/2018,1286,5433,13,26
6/3/2020,6/2/2018,396,5885,14,53
6/3/2020,6/1/2018,146,5885,14,46
6/3/2020,5/29/2018,229,6386,14,21
6/3/2020,6/1/2018,645,6386,14,33
6/3/2020,5/31/2018,955,6386,14,5
6/3/2020,5/31/2018,36,1207,14,26
6/3/2020,6/1/2018,812,1207,14,29
6/3/2020,5/27/2018,456,1207,14,4
6/3/2020,6/1/2018,379,1207,14,4
6/3/2020,5/30/2018,196,1207,14,50
6/3/2020,5/31/2018,745,1207,14,23
6/3/2020,6/2/2018,656,1207,14,38
6/3/2020,5/29/2018,886,8055,14,2
6/3/2020,6/2/2018,1036,8055,14,20
6/3/2020,5/28/2018,586,8055,14,53
6/3/2020,5/27/2018,376,8055,14,27
6/3/2020,5/29/2018,593,8055,14,47
6/3/2020,5/27/2018,1545,8431,14,58
6/3/2020,5/31/2018,616,8431,14,20
6/3/2020,6/1/2018,1019,8431,14,40
6/3/2020,5/29/2018,636,8431,14,23
6/3/2020,5/31/2018,227,8431,14,44
6/3/2020,5/27/2018,1042,8431,14,43
6/3/2020,5/30/2018,1249,6340,14,7
6/3/2020,5/29/2018,334,6340,14,10
6/3/2020,5/30/2018,1522,6340,14,9
6/3/2020,5/31/2018,247,6340,14,33
6/4/2020,6/2/2018,690,2587,16,26
6/4/2020,5/28/2018,214,2587,16,16
6/4/2020,5/31/2018,1229,2587,16,52
6/4/2020,6/3/2018,1300,2587,16,19
6/4/2020,6/3/2018,357,2587,16,21
6/4/2020,6/3/2018,583,2448,16,2
6/4/2020,5/29/2018,95,2448,16,5
6/4/2020,5/31/2018,417,2448,16,41
6/4/2020,5/30/2018,594,2448,16,32
6/4/2020,5/30/2018,477,2448,16,52
6/4/2020,5/30/2018,827,2448,16,50
6/4/2020,6/2/2018,1336,2448,16,56
6/4/2020,5/31/2018,866,4094,16,18
6/4/2020,5/28/2018,804,4094,16,49
6/4/2020,5/28/2018,261,4094,16,30
6/4/2020,5/29/2018,1476,4094,16,1
6/4/2020,6/1/2018,534,4094,16,24
6/4/2020,5/28/2018,244,4094,16,31
6/4/2020,6/1/2018,1526,4094,16,34
6/4/2020,6/1/2018,1367,6348,16,46
6/4/2020,5/29/2018,518,6348,16,55
6/4/2020,5/29/2018,1506,6348,16,29
6/4/2020,5/29/2018,830,6348,16,49
6/4/2020,6/3/2018,1300,6348,16,30
6/4/2020,6/2/2018,1456,7862,16,7
6/4/2020,6/2/2018,980,7862,16,8
6/4/2020,5/29/2018,851,7862,16,50
6/4/2020,6/3/2018,1020,7072,16,32
6/4/2020,6/3/2018,1403,976,16,34
6/4/2020,6/2/2018,881,5295,16,12
6/4/2020,5/31/2018,1230,5295,16,6
6/4/2020,5/31/2018,1326,5295,16,29
6/4/2020,5/29/2018,211,5295,16,24
6/4/2020,5/28/2018,854,5295,16,26
6/4/2020,5/31/2018,344,9728,16,57
6/4/2020,6/2/2018,454,9728,16,56
6/4/2020,5/30/2018,538,9728,16,44
6/4/2020,5/30/2018,288,9728,16,29
6/4/2020,5/30/2018,1037,9728,16,16
6/4/2020,6/2/2018,1492,9728,16,14
6/4/2020,5/30/2018,895,2570,16,32
6/4/2020,5/31/2018,19,2570,16,24
6/4/2020,6/3/2018,674,2570,16,4
6/4/2020,5/28/2018,1410,2570,16,45
6/4/2020,5/28/2018,1173,2570,16,51
6/4/2020,5/29/2018,518,7502,16,27
6/4/2020,5/28/2018,734,7502,16,53
6/4/2020,5/31/2018,1383,3021,16,1
6/4/2020,6/2/2018,841,3021,16,35
6/4/2020,6/3/2018,1184,2371,16,25
6/4/2020,5/30/2018,1440,2371,16,29
6/4/2020,6/1/2018,1477,6957,16,22
6/4/2020,5/29/2018,974,6957,16,53
6/4/2020,6/1/2018,98,6957,16,38
6/4/2020,6/2/2018,1167,6957,16,13
6/4/2020,5/28/2018,1490,6957,16,19
6/4/2020,5/30/2018,904,7702,16,38
6/4/2020,5/31/2018,1108,7702,16,44
6/4/2020,5/30/2018,1324,7702,16,17
6/4/2020,6/3/2018,262,7702,16,29
6/4/2020,5/30/2018,1065,7702,16,46
6/4/2020,5/28/2018,1042,7702,16,18
6/4/2020,6/3/2018,1358,769,16,30
6/4/2020,5/28/2018,162,769,16,42
6/4/2020,5/30/2018,1364,769,16,38
6/4/2020,5/28/2018,1287,769,16,37
6/4/2020,6/1/2018,330,2570,16,11
6/4/2020,5/29/2018,519,2570,16,13
6/4/2020,6/3/2018,1095,2570,16,56
6/4/2020,6/2/2018,1338,2570,16,9
6/4/2020,5/30/2018,1022,2570,16,9
6/4/2020,6/2/2018,446,976,16,36
6/4/2020,5/31/2018,169,976,16,4
6/4/2020,5/30/2018,585,976,16,49
6/4/2020,5/30/2018,895,976,16,27
6/4/2020,6/3/2018,598,192,16,18
6/4/2020,5/29/2018,1254,192,16,29
6/4/2020,5/30/2018,432,192,16,50
6/4/2020,6/2/2018,609,192,16,47
6/4/2020,6/1/2018,492,192,16,52
6/4/2020,5/29/2018,842,192,16,36
6/4/2020,5/31/2018,938,192,16,2
6/4/2020,6/2/2018,881,4094,16,6
6/4/2020,5/29/2018,405,4094,16,53
6/4/2020,6/2/2018,1420,4094,16,33
6/4/2020,6/2/2018,1491,4094,16,20
6/4/2020,5/28/2018,549,4094,16,34
6/4/2020,6/3/2018,1189,2921,16,18
6/4/2020,5/30/2018,286,2921,16,2
6/4/2020,5/30/2018,1022,2921,16,50
6/4/2020,5/31/2018,1085,2201,16,45
6/4/2020,5/30/2018,1328,2201,16,15
6/4/2020,5/31/2018,1012,2201,16,43
6/4/2020,5/28/2018,402,2201,16,44
6/4/2020,5/31/2018,673,2201,16,21
6/4/2020,6/2/2018,989,2570,16,26
6/4/2020,5/29/2018,885,2570,16,28
6/4/2020,6/1/2018,369,2570,16,45
6/4/2020,6/1/2018,539,2378,16,50
6/4/2020,6/2/2018,1089,2378,16,44
6/4/2020,5/30/2018,585,2378,16,31
6/4/2020,5/31/2018,1268,2378,16,3
6/4/2020,6/3/2018,44,976,16,59
6/4/2020,6/2/2018,992,976,16,22
6/4/2020,6/3/2018,1136,4391,16,60
6/4/2020,6/2/2018,832,4391,16,50
6/4/2020,6/1/2018,915,4391,16,56
6/4/2020,6/2/2018,666,4391,16,39
6/4/2020,5/29/2018,1302,663,16,59
6/4/2020,6/1/2018,333,663,16,26
6/4/2020,5/28/2018,1269,663,16,30
6/4/2020,5/31/2018,1053,1491,16,1
6/4/2020,6/3/2018,1082,1491,16,40
6/4/2020,5/29/2018,167,1491,16,35
6/4/2020,5/28/2018,1406,9728,16,51
6/4/2020,5/28/2018,1555,9728,16,6
6/4/2020,6/2/2018,1106,9728,16,46
6/4/2020,6/2/2018,896,9728,16,45
6/4/2020,6/1/2018,1112,9728,16,28
6/4/2020,5/29/2018,463,9728,16,11
6/4/2020,5/29/2018,1266,9728,16,54
6/4/2020,5/30/2018,1489,2371,16,6
6/4/2020,5/28/2018,1373,6645,24,11
6/4/2020,6/3/2018,1284,6645,24,56
6/4/2020,5/29/2018,408,6645,24,58
6/4/2020,6/1/2018,1477,6645,24,14
6/4/2020,6/1/2018,36,2933,24,6
6/4/2020,6/1/2018,1450,2933,24,40
6/4/2020,6/3/2018,1467,2933,24,58
6/4/2020,5/29/2018,691,5407,24,37
6/4/2020,6/2/2018,215,5407,24,32
6/4/2020,5/30/2018,85,5407,24,22
6/4/2020,6/3/2018,1300,5407,24,41
6/4/2020,5/31/2018,358,5407,24,39
6/4/2020,5/28/2018,69,5407,24,2
6/4/2020,5/30/2018,1241,6800,24,22
6/4/2020,5/29/2018,1337,6800,24,43
6/4/2020,5/31/2018,222,6800,24,25
6/4/2020,6/1/2018,865,6800,24,55
6/4/2020,6/3/2018,156,1838,24,42
6/4/2020,5/30/2018,1065,1838,24,32
6/4/2020,6/3/2018,1454,1838,24,39
6/4/2020,6/1/2018,1431,1838,24,26
6/4/2020,5/28/2018,355,1838,24,3
6/4/2020,6/2/2018,465,1838,24,4
6/4/2020,5/28/2018,549,1838,24,11
6/4/2020,5/31/2018,30,5684,24,54
6/4/2020,5/31/2018,685,5684,24,34
6/4/2020,6/1/2018,1422,5684,24,31
6/4/2020,5/28/2018,1185,5684,24,11
6/4/2020,6/2/2018,1089,846,24,38
6/4/2020,6/2/2018,1039,846,24,54
6/4/2020,6/3/2018,1189,846,24,22
6/4/2020,5/30/2018,325,846,24,35
6/4/2020,6/2/2018,529,846,24,53
6/4/2020,5/30/2018,477,7847,24,8
6/4/2020,6/2/2018,1292,7847,24,10
6/4/2020,5/31/2018,1548,7847,24,34
6/4/2020,6/3/2018,40,6120,24,15
6/4/2020,5/31/2018,217,6120,24,14
6/4/2020,5/30/2018,100,6120,24,4
6/4/2020,5/30/2018,450,6120,24,51
6/4/2020,6/1/2018,959,6120,24,16
6/4/2020,6/2/2018,1402,6120,24,47
6/4/2020,5/30/2018,1065,5425,24,22
6/4/2020,6/1/2018,256,5425,24,26
6/4/2020,6/3/2018,1126,5425,24,50
6/4/2020,6/3/2018,489,5425,24,45
6/4/2020,6/2/2018,427,5425,24,44
6/4/2020,6/2/2018,1442,5425,24,1
6/4/2020,5/30/2018,1429,2929,24,49
6/4/2020,5/28/2018,48,2929,24,24
6/4/2020,5/28/2018,1490,2929,24,3
6/4/2020,5/28/2018,281,2929,24,26
6/4/2020,5/28/2018,791,2929,24,40
6/4/2020,5/29/2018,907,7154,24,41
6/4/2020,5/31/2018,957,7971,24,35
6/4/2020,6/2/2018,980,9154,24,2
6/4/2020,6/1/2018,1396,9154,24,47
6/4/2020,5/28/2018,148,9154,24,38
6/4/2020,5/30/2018,1190,9154,24,13
6/4/2020,6/3/2018,1180,9154,24,9
6/4/2020,6/3/2018,797,9154,24,9
6/4/2020,6/2/2018,1117,870,24,12
6/4/2020,5/30/2018,961,870,24,37
6/4/2020,5/31/2018,285,870,24,7
6/4/2020,6/3/2018,755,870,24,44
6/4/2020,6/1/2018,179,8979,24,4
6/4/2020,5/31/2018,1520,3640,24,58
6/4/2020,5/30/2018,578,3640,24,34
6/4/2020,5/30/2018,1433,3640,24,27
6/4/2020,5/31/2018,12,3640,24,29
6/4/2020,5/31/2018,428,3640,24,17
6/4/2020,6/3/2018,738,3640,24,56
6/4/2020,6/3/2018,1366,3640,24,49
6/4/2020,6/1/2018,875,1838,24,43
6/4/2020,5/30/2018,931,1838,24,29
6/4/2020,5/28/2018,348,1838,24,8
6/4/2020,6/2/2018,952,1838,24,7
6/4/2020,6/1/2018,1114,1838,24,35
6/4/2020,5/31/2018,1357,1838,24,11
6/4/2020,6/2/2018,1041,1838,24,33
6/4/2020,5/31/2018,825,578,24,8
6/4/2020,5/28/2018,506,1064,24,32
6/4/2020,6/3/2018,1282,1064,24,48
6/4/2020,6/2/2018,512,1064,24,29
6/4/2020,5/30/2018,849,1064,24,22
6/4/2020,6/2/2018,666,1064,24,31
6/4/2020,5/29/2018,1215,1064,24,12
6/4/2020,6/2/2018,712,1064,24,24
6/4/2020,5/28/2018,683,2003,24,2
6/4/2020,5/29/2018,1165,2003,24,53
6/4/2020,5/31/2018,862,2003,24,43
6/4/2020,5/29/2018,945,2003,24,41
6/4/2020,6/3/2018,489,8299,24,27
6/4/2020,5/30/2018,325,5361,24,14
6/4/2020,5/30/2018,249,5361,24,5
6/4/2020,6/1/2018,65,5361,24,51
6/4/2020,6/2/2018,615,5361,24,44
6/4/2020,6/3/2018,1517,6966,24,19
6/4/2020,5/30/2018,203,6966,24,30
6/4/2020,5/31/2018,1444,6966,24,45
6/4/2020,6/2/2018,835,6966,24,32
6/4/2020,6/3/2018,692,6966,24,25
6/4/2020,5/29/2018,1105,3103,24,28
6/4/2020,5/28/2018,1415,3103,24,16
6/4/2020,5/29/2018,899,3103,24,45
6/4/2020,6/3/2018,889,3103,24,32
6/4/2020,6/1/2018,73,8608,24,47
6/4/2020,6/1/2018,250,8608,24,55
6/4/2020,5/31/2018,133,8608,24,39
6/4/2020,5/30/2018,483,8608,24,4
6/4/2020,5/30/2018,1495,9832,24,51
